240,120;252,294
273,114;301,395
239,120;252,277
269,114;301,313
240,120;254,267
260,57;301,364
97,79;131,336
153,165;176,241
276,114;301,373
104,207;131,335
149,102;183,275
149,102;184,276
98,44;133,336
154,159;177,276
99,48;133,336
98,44;134,336
152,37;184,270
100,131;132,344
150,123;184,280
289,142;301,164
